word,provinceWord,provinceId,areaWords,areaId,local_district,sub_district,zip_code
สุไหงปาดี > สากอ > 96140,นราธิวาส,96,นราธิวาส เขต 3,3,สุไหงปาดี,สากอ,96140
สุไหงปาดี > สุไหงปาดี > 96140,นราธิวาส,96,นราธิวาส เขต 3,3,สุไหงปาดี,สุไหงปาดี,96140
สุไหงปาดี > โต๊ะเด็ง > 96140,นราธิวาส,96,นราธิวาส เขต 3,3,สุไหงปาดี,โต๊ะเด็ง,96140
เมืองตรัง > ควนปริง > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,ควนปริง,92000
เมืองตรัง > ทับเที่ยง > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,ทับเที่ยง,92000
เมืองตรัง > นาตาล่วง > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาตาล่วง,92000
เมืองตรัง > นาท่ามเหนือ > 92190,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาท่ามเหนือ,92190
เมืองตรัง > นาท่ามใต้ > 92190,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาท่ามใต้,92190
เมืองตรัง > นาบินหลา > 92170,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาบินหลา,92170
เมืองตรัง > นาพละ > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาพละ,92000
เมืองตรัง > นาโต๊ะหมิง > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาโต๊ะหมิง,92000
เมืองตรัง > นาโยงใต้ > 92170,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,นาโยงใต้,92170
เมืองตรัง > น้ำผุด > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,น้ำผุด,92000
เมืองตรัง > บางรัก > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,บางรัก,92000
เมืองตรัง > บ้านควน > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,บ้านควน,92000
เมืองตรัง > บ้านโพธิ์ > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,บ้านโพธิ์,92000
เมืองตรัง > หนองตรุด > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,หนองตรุด,92000
เมืองตรัง > โคกหล่อ > 92000,ตรัง,92,ตรัง เขต 1,1,เมืองตรัง,โคกหล่อ,92000
เมืองขอนแก่น > บึงเนียม > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,บึงเนียม,40000
เมืองขอนแก่น > บ้านเป็ด > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,บ้านเป็ด,40000
เมืองขอนแก่น > ศิลา > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,ศิลา,40000
เมืองขอนแก่น > สาวะถี > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,สาวะถี,40000
เมืองขอนแก่น > สำราญ > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,สำราญ,40000
เมืองขอนแก่น > หนองตูม > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,หนองตูม,40000
เมืองขอนแก่น > แดงใหญ่ > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,แดงใหญ่,40000
เมืองขอนแก่น > โคกสี > 40000,ขอนแก่น,40,ขอนแก่น เขต 2,2,เมืองขอนแก่น,โคกสี,40000
เมืองกระบี่ > กระบี่น้อย > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,กระบี่น้อย,81000
เมืองกระบี่ > กระบี่ใหญ่ > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,กระบี่ใหญ่,81000
เมืองกระบี่ > คลองประสงค์ > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,คลองประสงค์,81000
เมืองกระบี่ > ทับปริก > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,ทับปริก,81000
เมืองกระบี่ > ปากน้ำ > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,ปากน้ำ,81000
เมืองกระบี่ > หนองทะเล > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,หนองทะเล,81000
เมืองกระบี่ > อ่าวนาง > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,อ่าวนาง,81000
เมืองกระบี่ > เขาคราม > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,เขาคราม,81000
เมืองกระบี่ > เขาทอง > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,เขาทอง,81000
เมืองกระบี่ > ไสไทย > 81000,กระบี่,81,กระบี่ เขต 1,1,เมืองกระบี่,ไสไทย,81000
เหนือคลอง > คลองขนาน > 81130,กระบี่,81,กระบี่ เขต 1,1,เหนือคลอง,คลองขนาน,81130
เหนือคลอง > คลองเขม้า > 81130,กระบี่,81,กระบี่ เขต 1,1,เหนือคลอง,คลองเขม้า,81130
เหนือคลอง > ตลิ่งชัน > 81130,กระบี่,81,กระบี่ เขต 1,1,เหนือคลอง,ตลิ่งชัน,81130
เหนือคลอง > เกาะศรีบอยา > 81130,กระบี่,81,กระบี่ เขต 1,1,เหนือคลอง,เกาะศรีบอยา,81130
เหนือคลอง > เหนือคลอง > 81130,กระบี่,81,กระบี่ เขต 1,1,เหนือคลอง,เหนือคลอง,81130
กุดจับ > กุดจับ > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,กุดจับ,41250
กุดจับ > ขอนยูง > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,ขอนยูง,41250
กุดจับ > ตาลเลียน > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,ตาลเลียน,41250
กุดจับ > ปะโค > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,ปะโค,41250
กุดจับ > สร้างก่อ > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,สร้างก่อ,41250
กุดจับ > เชียงเพ็ง > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,เชียงเพ็ง,41250
กุดจับ > เมืองเพีย > 41250,อุดรธานี,41,อุดรธานี เขต 9,9,กุดจับ,เมืองเพีย,41250
บ้านผือ > คำบง > 41160,อุดรธานี,41,อุดรธานี เขต 9,9,บ้านผือ,คำบง,41160
บ้านผือ > หนองหัวคู > 41160,อุดรธานี,41,อุดรธานี เขต 9,9,บ้านผือ,หนองหัวคู,41160
บ้านผือ > หนองแวง > 41160,อุดรธานี,41,อุดรธานี เขต 9,9,บ้านผือ,หนองแวง,41160
บ้านผือ > เขือน้ำ > 41160,อุดรธานี,41,อุดรธานี เขต 9,9,บ้านผือ,เขือน้ำ,41160
บ้านผือ > โนนทอง > 41160,อุดรธานี,41,อุดรธานี เขต 9,9,บ้านผือ,โนนทอง,41160
เมืองอุดรธานี > นิคมสงเคราะห์ > 41000,อุดรธานี,41,อุดรธานี เขต 9,9,เมืองอุดรธานี,นิคมสงเคราะห์,41000
เมืองอุดรธานี > เชียงพิณ > 41000,อุดรธานี,41,อุดรธานี เขต 9,9,เมืองอุดรธานี,เชียงพิณ,41000
เมืองอุดรธานี > เชียงยืน > 41000,อุดรธานี,41,อุดรธานี เขต 9,9,เมืองอุดรธานี,เชียงยืน,41000
เมืองอุดรธานี > โคกสะอาด > 41000,อุดรธานี,41,อุดรธานี เขต 9,9,เมืองอุดรธานี,โคกสะอาด,41000
กันทรลักษ์ > กุดเสลา > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,กุดเสลา,33110
กันทรลักษ์ > ขนุน > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,ขนุน,33110
กันทรลักษ์ > ชำ > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,ชำ,33110
กันทรลักษ์ > ทุ่งใหญ่ > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,ทุ่งใหญ่,33110
กันทรลักษ์ > น้ำอ้อม > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,น้ำอ้อม,33110
กันทรลักษ์ > บึงมะลู > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,บึงมะลู,33110
กันทรลักษ์ > ภูผาหมอก > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,ภูผาหมอก,33110
กันทรลักษ์ > รุง > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,รุง,33110
กันทรลักษ์ > ละลาย > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,ละลาย,33110
กันทรลักษ์ > สวนกล้วย > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,สวนกล้วย,33110
กันทรลักษ์ > สังเม็ก > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,สังเม็ก,33110
กันทรลักษ์ > หนองหญ้าลาด > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,หนองหญ้าลาด,33110
กันทรลักษ์ > เมือง > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,เมือง,33110
กันทรลักษ์ > เวียงเหนือ > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,เวียงเหนือ,33110
กันทรลักษ์ > เสาธงชัย > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,เสาธงชัย,33110
กันทรลักษ์ > โนนสำราญ > 33110,ศรีสะเกษ,33,ศรีสะเกษ เขต 4,4,กันทรลักษ์,โนนสำราญ,33110
กะทู้ > กะทู้ > 83120,ภูเก็ต,83,ภูเก็ต เขต 3,3,กะทู้,กะทู้,83120
ถลาง > ป่าคลอก > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,ป่าคลอก,83110
ถลาง > ศรีสุนทร > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,ศรีสุนทร,83110
ถลาง > สาคู > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,สาคู,83110
ถลาง > เชิงทะเล > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,เชิงทะเล,83110
ถลาง > เทพกระษัตรี > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,เทพกระษัตรี,83110
ถลาง > ไม้ขาว > 83110,ภูเก็ต,83,ภูเก็ต เขต 3,3,ถลาง,ไม้ขาว,83110
ทุ่งฝน > ทุ่งฝน > 41310,อุดรธานี,41,อุดรธานี เขต 4,4,ทุ่งฝน,ทุ่งฝน,41310
ทุ่งฝน > ทุ่งใหญ่ > 41310,อุดรธานี,41,อุดรธานี เขต 4,4,ทุ่งฝน,ทุ่งใหญ่,41310
ทุ่งฝน > นาชุมแสง > 41310,อุดรธานี,41,อุดรธานี เขต 4,4,ทุ่งฝน,นาชุมแสง,41310
ทุ่งฝน > นาทม > 41310,อุดรธานี,41,อุดรธานี เขต 4,4,ทุ่งฝน,นาทม,41310
บ้านดุง > ดงเย็น > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,ดงเย็น,41190
บ้านดุง > ถ่อนนาลับ > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,ถ่อนนาลับ,41190
บ้านดุง > นาคำ > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,นาคำ,41190
บ้านดุง > นาไหม > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,นาไหม,41190
บ้านดุง > บ้านจันทน์ > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,บ้านจันทน์,41190
บ้านดุง > บ้านชัย > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,บ้านชัย,41190
บ้านดุง > บ้านดุง > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,บ้านดุง,41190
บ้านดุง > บ้านตาด > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,บ้านตาด,41190
บ้านดุง > บ้านม่วง > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,บ้านม่วง,41190
บ้านดุง > วังทอง > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,วังทอง,41190
บ้านดุง > ศรีสุทโธ > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,ศรีสุทโธ,41190
บ้านดุง > อ้อมกอ > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,อ้อมกอ,41190
บ้านดุง > โพนสูง > 41190,อุดรธานี,41,อุดรธานี เขต 4,4,บ้านดุง,โพนสูง,41190
เขตจตุจักร > จตุจักร > 10900,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 8,8,เขตจตุจักร,จตุจักร,10900
เขตจตุจักร > จอมพล > 10900,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 8,8,เขตจตุจักร,จอมพล,10900
เขตจตุจักร > ลาดยาว > 10900,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 8,8,เขตจตุจักร,ลาดยาว,10900
เขตหลักสี่ > ทุ่งสองห้อง > 10210,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 8,8,เขตหลักสี่,ทุ่งสองห้อง,10210
เขตดอนเมือง > ดอนเมือง > 10210,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 10,10,เขตดอนเมือง,ดอนเมือง,10210
เขตดอนเมือง > สนามบิน > 10210,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 10,10,เขตดอนเมือง,สนามบิน,10210
เขตดอนเมือง > สีกัน > 10210,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 10,10,เขตดอนเมือง,สีกัน,10210
เมืองพิษณุโลก > ท่าทอง > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,ท่าทอง,65000
เมืองพิษณุโลก > บึงพระ > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,บึงพระ,65000
เมืองพิษณุโลก > บ้านคลอง > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,บ้านคลอง,65000
เมืองพิษณุโลก > พลายชุมพล > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,พลายชุมพล,65000
เมืองพิษณุโลก > วังน้ำคู้ > 65230,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,วังน้ำคู้,65230
เมืองพิษณุโลก > วัดจันทร์ > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,วัดจันทร์,65000
เมืองพิษณุโลก > วัดพริก > 65230,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,วัดพริก,65230
เมืองพิษณุโลก > อรัญญิก > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,อรัญญิก,65000
เมืองพิษณุโลก > ในเมือง > 65000,พิษณุโลก,65,พิษณุโลก เขต 1,1,เมืองพิษณุโลก,ในเมือง,65000
จอมบึง > จอมบึง > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,จอมบึง,70150
จอมบึง > ด่านทับตะโก > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,ด่านทับตะโก,70150
จอมบึง > ปากช่อง > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,ปากช่อง,70150
จอมบึง > รางบัว > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,รางบัว,70150
จอมบึง > เบิกไพร > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,เบิกไพร,70150
จอมบึง > แก้มอ้น > 70150,ราชบุรี,70,ราชบุรี เขต 3,3,จอมบึง,แก้มอ้น,70150
โพธาราม > คลองข่อย > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,คลองข่อย,70120
โพธาราม > คลองตาคต > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,คลองตาคต,70120
โพธาราม > ชำแระ > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,ชำแระ,70120
โพธาราม > ดอนกระเบื้อง > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,ดอนกระเบื้อง,70120
โพธาราม > ท่าชุมพล > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,ท่าชุมพล,70120
โพธาราม > ธรรมเสน > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,ธรรมเสน,70120
โพธาราม > นางแก้ว > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,นางแก้ว,70120
โพธาราม > บางโตนด > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,บางโตนด,70120
โพธาราม > บ้านเลือก > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,บ้านเลือก,70120
โพธาราม > สร้อยฟ้า > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,สร้อยฟ้า,70120
โพธาราม > หนองกวาง > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,หนองกวาง,70120
โพธาราม > หนองโพ > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,หนองโพ,70120
โพธาราม > เขาชะงุ้ม > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,เขาชะงุ้ม,70120
โพธาราม > เจ็ดเสมียน > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,เจ็ดเสมียน,70120
โพธาราม > เตาปูน > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,เตาปูน,70120
โพธาราม > โพธาราม > 70120,ราชบุรี,70,ราชบุรี เขต 3,3,โพธาราม,โพธาราม,70120
ศรีราชา > บึง > 20230,ชลบุรี,20,ชลบุรี เขต 7,7,ศรีราชา,บึง,20230
ศรีราชา > บ่อวิน > 20230,ชลบุรี,20,ชลบุรี เขต 7,7,ศรีราชา,บ่อวิน,20230
ศรีราชา > หนองขาม > 20110,ชลบุรี,20,ชลบุรี เขต 7,7,ศรีราชา,หนองขาม,20110
ศรีราชา > เขาคันทรง > 20110,ชลบุรี,20,ชลบุรี เขต 7,7,ศรีราชา,เขาคันทรง,20110
คลองขลุง > คลองขลุง > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,คลองขลุง,62120
คลองขลุง > คลองสมบูรณ์ > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,คลองสมบูรณ์,62120
คลองขลุง > ท่าพุทรา > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,ท่าพุทรา,62120
คลองขลุง > ท่ามะเขือ > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,ท่ามะเขือ,62120
คลองขลุง > วังบัว > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,วังบัว,62120
คลองขลุง > วังยาง > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,วังยาง,62120
คลองขลุง > วังแขม > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,วังแขม,62120
คลองขลุง > วังไทร > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,วังไทร,62120
คลองขลุง > หัวถนน > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,หัวถนน,62120
คลองขลุง > แม่ลาด > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองขลุง,แม่ลาด,62120
คลองลาน > คลองน้ำไหล > 62180,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองลาน,คลองน้ำไหล,62180
คลองลาน > คลองลานพัฒนา > 62180,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองลาน,คลองลานพัฒนา,62180
คลองลาน > สักงาม > 62180,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองลาน,สักงาม,62180
คลองลาน > โป่งน้ำร้อน > 62180,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,คลองลาน,โป่งน้ำร้อน,62180
ปางศิลาทอง > ปางตาไว > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,ปางศิลาทอง,ปางตาไว,62120
ปางศิลาทอง > หินดาต > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,ปางศิลาทอง,หินดาต,62120
ปางศิลาทอง > โพธิ์ทอง > 62120,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,ปางศิลาทอง,โพธิ์ทอง,62120
เมืองกำแพงเพชร > ไตรตรึงษ์ > 62160,กำแพงเพชร,62,กำแพงเพชร เขต 3,3,เมืองกำแพงเพชร,ไตรตรึงษ์,62160
ไชยา > ตลาดไชยา > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,ตลาดไชยา,84110
ไชยา > ตะกรบ > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,ตะกรบ,84110
ไชยา > ทุ่ง > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,ทุ่ง,84110
ไชยา > ปากหมาก > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,ปากหมาก,84110
ไชยา > ป่าเว > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,ป่าเว,84110
ไชยา > พุมเรียง > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,พุมเรียง,84110
ไชยา > เลม็ด > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,เลม็ด,84110
ไชยา > เวียง > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,เวียง,84110
ไชยา > โมถ่าย > 84110,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ไชยา,โมถ่าย,84110
ท่าฉาง > คลองไทร > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,คลองไทร,84150
ท่าฉาง > ท่าฉาง > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,ท่าฉาง,84150
ท่าฉาง > ท่าเคย > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,ท่าเคย,84150
ท่าฉาง > ปากฉลุย > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,ปากฉลุย,84150
ท่าฉาง > เขาถ่าน > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,เขาถ่าน,84150
ท่าฉาง > เสวียด > 84150,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าฉาง,เสวียด,84150
ท่าชนะ > คลองพา > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,คลองพา,84170
ท่าชนะ > คันธุลี > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,คันธุลี,84170
ท่าชนะ > ท่าชนะ > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,ท่าชนะ,84170
ท่าชนะ > ประสงค์ > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,ประสงค์,84170
ท่าชนะ > วัง > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,วัง,84170
ท่าชนะ > สมอทอง > 84170,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,ท่าชนะ,สมอทอง,84170
วิภาวดี > ตะกุกเหนือ > 84370,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,วิภาวดี,ตะกุกเหนือ,84370
วิภาวดี > ตะกุกใต้ > 84370,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 6,6,วิภาวดี,ตะกุกใต้,84370
เคียนซา > พ่วงพรมคร > 84210,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เคียนซา,พ่วงพรมคร,84210
เคียนซา > อรัญคามวารี > 84260,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เคียนซา,อรัญคามวารี,84260
เคียนซา > เขาตอก > 84260,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เคียนซา,เขาตอก,84260
เคียนซา > เคียนซา > 84260,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เคียนซา,เคียนซา,84260
บ้านนาสาร > คลองปราบ > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,คลองปราบ,84120
บ้านนาสาร > ควนศรี > 84270,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,ควนศรี,84270
บ้านนาสาร > ควนสุบรรณ > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,ควนสุบรรณ,84120
บ้านนาสาร > ท่าชี > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,ท่าชี,84120
บ้านนาสาร > นาสาร > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,นาสาร,84120
บ้านนาสาร > น้ำพุ > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,น้ำพุ,84120
บ้านนาสาร > พรุพี > 84270,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,พรุพี,84270
บ้านนาสาร > ลำพูน > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,ลำพูน,84120
บ้านนาสาร > เพิ่มพูนทรัพย์ > 84120,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,บ้านนาสาร,เพิ่มพูนทรัพย์,84120
เวียงสระ > คลองฉนวน > 84190,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เวียงสระ,คลองฉนวน,84190
เวียงสระ > ทุ่งหลวง > 84190,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เวียงสระ,ทุ่งหลวง,84190
เวียงสระ > บ้านส้อง > 84190,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เวียงสระ,บ้านส้อง,84190
เวียงสระ > เขานิพันธ์ > 84190,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เวียงสระ,เขานิพันธ์,84190
เวียงสระ > เวียงสระ > 84190,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 3,3,เวียงสระ,เวียงสระ,84190
กาญจนดิษฐ์ > คลองสระ > 84160,สุราษฎร์ธานี,84,สุราษฎร์ธานี เขต 2,2,กาญจนดิษฐ์,คลองสระ,84160
